fbus;tbus;r;x;b;rateA;rateB;rateC;ratio;angle;status;angmin;angmax
2059;2016;0.01116;0.03273;0.00319;99.0;99.0;99.0;1.0;0.0;1;-30.0;30.0
1669;2072;0.00587;0.0162;0.0017;99.0;99.0;99.0;1.0;0.0;1;-30.0;30.0
2030;1669;0.00017;0.00033;3.0e-5;94.0;94.0;94.0;1.0;0.0;1;-30.0;30.0
1669;1668;0.00198;0.00455;0.00078;99.0;99.0;99.0;1.0;0.0;1;-30.0;30.0
1296;1294;8.0e-5;0.00083;0.0;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1797;1296;0.01603;0.02347;0.00336;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1308;1797;0.04752;0.09182;0.00916;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1886;1328;0.03041;0.05322;0.00508;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
2117;1886;0.09893;0.17769;0.01704;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1885;1886;0.00198;0.00314;0.00037;19.0;19.0;19.0;1.0;0.0;1;-30.0;30.0
1572;2116;0.01355;0.02826;0.00271;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1971;1110;0.02289;0.05793;0.00612;99.0;99.0;99.0;1.0;0.0;1;-30.0;30.0
1961;1110;0.02479;0.06264;0.00663;99.0;99.0;99.0;1.0;0.0;1;-30.0;30.0
2117;1284;0.02273;0.07314;0.00765;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1569;1110;0.01471;0.04587;0.00509;99.0;99.0;99.0;1.0;0.0;1;-30.0;30.0
1798;1367;0.04901;0.08405;0.00831;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1307;1798;0.04752;0.09182;0.00916;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1796;1798;0.0062;0.01066;0.00104;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1573;1111;0.01636;0.04132;0.0045;99.0;99.0;99.0;1.0;0.0;1;-30.0;30.0
1179;1573;0.03727;0.06678;0.00651;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1571;1573;0.00058;0.00099;0.0001;29.0;29.0;29.0;1.0;0.0;1;-30.0;30.0
1091;1271;0.01802;0.05174;0.00682;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1328;1091;0.0124;0.03595;0.00461;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1091;1090;0.01653;0.02579;0.0031;19.0;19.0;19.0;1.0;0.0;1;-30.0;30.0
1328;1719;0.01264;0.02372;0.00377;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1470;1111;0.00719;0.02248;0.00246;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1469;1112;0.00719;0.02256;0.00247;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1308;1302;0.00661;0.02124;0.00222;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1334;1307;0.01636;0.0524;0.00553;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1726;1307;0.02066;0.04909;0.0103;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1266;1308;0.00013;0.00231;0.00024;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1267;1307;0.00074;0.00223;0.00025;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1758;1308;0.02843;0.06868;0.00659;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
2116;1758;0.0376;0.06537;0.00643;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1758;1756;0.00331;0.00562;0.00057;19.0;19.0;19.0;1.0;0.0;1;-30.0;30.0
2117;1522;0.03818;0.0662;0.00648;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1757;1307;0.02843;0.06868;0.00659;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1523;1757;0.00521;0.0086;0.00095;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1757;1755;0.00331;0.00562;0.00057;19.0;19.0;19.0;1.0;0.0;1;-30.0;30.0
1517;1492;0.0405;0.06314;0.00758;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
2110;1527;0.02579;0.06736;0.0079;99.0;99.0;99.0;1.0;0.0;1;-30.0;30.0
2111;1726;0.02446;0.0624;0.00662;99.0;99.0;99.0;1.0;0.0;1;-30.0;30.0
2111;1727;0.02446;0.0624;0.00662;99.0;99.0;99.0;1.0;0.0;1;-30.0;30.0
1138;1561;0.02479;0.06579;0.00654;99.0;99.0;99.0;1.0;0.0;1;-30.0;30.0
2110;1918;0.00165;0.00347;0.00038;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
2111;1919;0.00107;0.00347;0.00037;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
2051;1491;0.03074;0.04793;0.00575;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1570;2116;0.00248;0.00752;0.00079;99.0;99.0;99.0;1.0;0.0;1;-30.0;30.0
1307;1285;0.01124;0.03645;0.00373;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1560;1491;0.00777;0.02116;0.00242;99.0;99.0;99.0;1.0;0.0;1;-30.0;30.0
2052;1681;0.05;0.0781;0.00933;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1727;1177;0.02603;0.0662;0.00724;99.0;99.0;99.0;1.0;0.0;1;-30.0;30.0
1780;1680;0.0424;0.06628;0.00792;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1101;1214;0.00438;0.01446;0.00146;86.0;86.0;86.0;1.0;0.0;1;-30.0;30.0
1323;1110;0.03256;0.10355;0.01105;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1806;1279;0.05025;0.07843;0.00941;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1960;1726;0.02537;0.06355;0.00677;99.0;99.0;99.0;1.0;0.0;1;-30.0;30.0
2033;1295;0.01331;0.03785;0.0051;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1214;1308;0.01;0.06967;0.00747;172.0;172.0;172.0;1.0;0.0;1;-30.0;30.0
1215;1980;0.00587;0.04058;0.00443;171.0;171.0;171.0;1.0;0.0;1;-30.0;30.0
1290;1301;0.00628;0.01959;0.0022;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1215;1291;0.00942;0.04198;0.00452;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1176;1970;0.00521;0.0138;0.00166;99.0;99.0;99.0;1.0;0.0;1;-30.0;30.0
1985;1301;0.00306;0.00702;0.00073;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1984;1302;0.00306;0.00694;0.00072;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1779;1100;0.03306;0.05388;0.00644;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1805;1117;0.01777;0.05802;0.00587;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1726;1137;0.02248;0.05165;0.00652;99.0;99.0;99.0;1.0;0.0;1;-30.0;30.0
1270;1294;0.01455;0.04165;0.00549;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1744;1328;0.02992;0.09198;0.01059;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1308;2013;0.01116;0.03364;0.00399;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1742;1906;0.03463;0.10727;0.01217;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1844;1214;0.02107;0.06851;0.00701;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1368;1844;0.03041;0.0914;0.01103;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1843;1844;0.01512;0.0495;0.005;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1905;1215;0.01471;0.04612;0.00511;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1741;1367;0.01521;0.03041;0.00377;90.0;90.0;90.0;1.0;0.0;1;-30.0;30.0
1981;1307;0.00463;0.03207;0.00353;171.0;171.0;171.0;1.0;0.0;1;-30.0;30.0
2103;1333;0.00339;0.00975;0.00127;113.0;113.0;113.0;1.0;0.0;1;-30.0;30.0
1214;2102;0.00331;0.02273;0.00246;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1726;1214;0.03438;0.11231;0.01135;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1727;1215;0.03438;0.1124;0.01135;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1558;1280;0.05347;0.06785;0.00635;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1184;1112;0.00752;0.02207;0.00251;99.0;99.0;99.0;1.0;0.0;1;-30.0;30.0
2012;1324;0.01702;0.0519;0.00604;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1329;1178;0.08231;0.14521;0.01396;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1368;1294;0.04719;0.07769;0.00864;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1174;1185;0.05843;0.0805;0.00897;64.0;64.0;64.0;1.0;0.0;1;-30.0;30.0
1118;1328;0.01364;0.04455;0.00453;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1806;1329;0.03124;0.10182;0.01034;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1628;1726;0.00099;0.0019;0.0;93.0;93.0;93.0;1.0;0.0;1;-30.0;30.0
1629;1727;0.00099;0.0019;0.0;93.0;93.0;93.0;1.0;0.0;1;-30.0;30.0
1630;1726;0.00124;0.00231;0.0;92.0;92.0;92.0;1.0;0.0;1;-30.0;30.0
1911;1169;0.02372;0.05926;0.0063;102.0;102.0;102.0;1.0;0.0;1;-30.0;30.0
1389;1623;0.00413;0.01033;0.0011;102.0;102.0;102.0;1.0;0.0;1;-30.0;30.0
1515;1389;0.03595;0.09132;0.0097;102.0;102.0;102.0;1.0;0.0;1;-30.0;30.0
1387;1389;0.00025;0.00041;0.00011;86.0;86.0;86.0;1.0;0.0;1;-30.0;30.0
1910;1127;0.01802;0.04124;0.00623;101.0;101.0;101.0;1.0;0.0;1;-30.0;30.0
1910;1073;0.01818;0.05636;0.00636;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1911;1800;0.02512;0.07851;0.00866;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1910;1500;0.01157;0.02512;0.00389;99.0;99.0;99.0;1.0;0.0;1;-30.0;30.0
1931;1623;0.02438;0.04083;0.00971;87.0;87.0;87.0;1.0;0.0;1;-30.0;30.0
1390;1623;0.00413;0.01033;0.0011;102.0;102.0;102.0;1.0;0.0;1;-30.0;30.0
2044;1390;0.0057;0.01562;0.00163;102.0;102.0;102.0;1.0;0.0;1;-30.0;30.0
1390;1388;0.00033;0.00058;0.00013;89.0;89.0;89.0;1.0;0.0;1;-30.0;30.0
2043;1842;0.01917;0.05124;0.0054;102.0;102.0;102.0;1.0;0.0;1;-30.0;30.0
2043;1383;0.00083;0.00273;0.00028;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
2044;1384;0.00083;0.00306;0.00031;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
2044;1376;0.00182;0.00512;0.00069;112.0;112.0;112.0;1.0;0.0;1;-30.0;30.0
2043;1377;0.0019;0.00529;0.00071;111.0;111.0;111.0;1.0;0.0;1;-30.0;30.0
2050;1800;0.00463;0.01512;0.00153;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1601;1799;0.00826;0.02702;0.00273;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
2043;1374;0.00537;0.01207;0.00267;100.0;100.0;100.0;1.0;0.0;1;-30.0;30.0
1622;1371;0.00347;0.00661;0.00059;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1622;1372;0.00364;0.00653;0.00058;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1623;1373;0.00364;0.00653;0.00058;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1623;1378;0.00107;0.00207;0.00044;93.0;93.0;93.0;1.0;0.0;1;-30.0;30.0
1622;1379;0.00116;0.0019;0.00045;86.0;86.0;86.0;1.0;0.0;1;-30.0;30.0
2044;1386;0.00182;0.00479;0.00076;108.0;108.0;108.0;1.0;0.0;1;-30.0;30.0
1622;1375;0.00248;0.00595;0.00117;103.0;103.0;103.0;1.0;0.0;1;-30.0;30.0
1622;1080;0.01793;0.04512;0.00471;102.0;102.0;102.0;1.0;0.0;1;-30.0;30.0
1207;1081;0.00628;0.01942;0.00195;102.0;102.0;102.0;1.0;0.0;1;-30.0;30.0
1782;1288;0.01322;0.03694;0.0038;102.0;102.0;102.0;1.0;0.0;1;-30.0;30.0
2049;1603;0.00372;0.01223;0.00124;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
1765;1603;0.00207;0.00653;0.00074;118.0;118.0;118.0;1.0;0.0;1;-30.0;30.0
1169;1766;0.01198;0.03455;0.00367;102.0;102.0;102.0;1.0;0.0;1;-30.0;30.0
1911;1988;0.01231;0.03545;0.00466;113.0;113.0;113.0;1.0;0.0;1;-30.0;30.0
1917;1152;0.00388;0.00901;0.00133;102.0;102.0;102.0;1.0;0.0;1;-30.0;30.0
1917;1910;0.00066;0.00413;0.00062;152.0;152.0;152.0;1.0;0.0;1;-30.0;30.0
1916;1911;0.00091;0.0062;0.00076;152.0;152.0;152.0;1.0;0.0;1;-30.0;30.0
1449;2000;0.04322;0.04876;0.00543;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1912;1449;0.00926;0.03017;0.00306;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1447;1449;0.00769;0.0086;0.00095;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1450;2001;0.02901;0.0362;0.00756;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1913;1450;0.00909;0.02959;0.00301;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1448;1450;0.00521;0.00612;0.00118;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1917;1831;0.08777;0.15231;0.01599;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1911;1664;0.02;0.04405;0.00993;99.0;99.0;99.0;1.0;0.0;1;-30.0;30.0
1665;1620;0.03934;0.08496;0.02002;98.0;98.0;98.0;1.0;0.0;1;-30.0;30.0
1403;1435;0.04322;0.10372;0.01111;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
2000;1581;0.0157;0.02017;0.00426;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1872;1092;0.03678;0.08405;0.01056;101.0;101.0;101.0;1.0;0.0;1;-30.0;30.0
1293;1764;0.00934;0.01628;0.00189;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1293;1531;0.03264;0.09331;0.0124;76.0;76.0;76.0;1.0;0.0;1;-30.0;30.0
1832;1582;0.02653;0.03231;0.00677;75.0;75.0;75.0;1.0;0.0;1;-30.0;30.0
1601;1206;0.00388;0.01264;0.00128;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1312;1965;0.03579;0.06314;0.0077;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1964;1276;0.00397;0.00579;0.00109;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1964;2086;0.00711;0.01107;0.00132;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1965;2087;0.00702;0.01099;0.00131;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1104;1688;0.01909;0.05421;0.0073;112.0;112.0;112.0;1.0;0.0;1;-30.0;30.0
2001;1104;0.00653;0.0186;0.0025;112.0;112.0;112.0;1.0;0.0;1;-30.0;30.0
1102;1104;0.01;0.02843;0.00383;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1292;1621;0.03868;0.11587;0.01404;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1292;1116;0.00264;0.00769;0.00101;113.0;113.0;113.0;1.0;0.0;1;-30.0;30.0
2069;1168;0.01405;0.02124;0.0037;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1799;1074;0.01273;0.03917;0.0045;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1210;1601;0.00215;0.01504;0.00164;152.0;152.0;152.0;1.0;0.0;1;-30.0;30.0
1514;1910;0.00769;0.02074;0.0022;102.0;102.0;102.0;1.0;0.0;1;-30.0;30.0
2043;1602;0.00264;0.01909;0.0019;152.0;152.0;152.0;1.0;0.0;1;-30.0;30.0
2044;1601;0.00264;0.01909;0.0019;152.0;152.0;152.0;1.0;0.0;1;-30.0;30.0
2115;1800;0.01512;0.0376;0.00401;102.0;102.0;102.0;1.0;0.0;1;-30.0;30.0
1128;1759;0.00893;0.02355;0.00319;102.0;102.0;102.0;1.0;0.0;1;-30.0;30.0
1292;1311;0.04124;0.07066;0.00857;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1622;1385;0.00521;0.01157;0.00259;100.0;100.0;100.0;1.0;0.0;1;-30.0;30.0
1289;1799;0.01521;0.04074;0.00426;102.0;102.0;102.0;1.0;0.0;1;-30.0;30.0
1841;1603;0.00471;0.01554;0.00157;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
1682;1292;0.01091;0.0357;0.00362;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1751;1683;0.0319;0.10785;0.011;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1557;1603;0.00165;0.01132;0.00121;152.0;152.0;152.0;1.0;0.0;1;-30.0;30.0
1675;1530;0.00653;0.02116;0.00217;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1752;1531;0.02198;0.07174;0.00727;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
2001;1916;0.04512;0.23744;0.02383;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
2001;1910;0.0457;0.2405;0.0243;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1623;1380;0.00083;0.00248;0.00033;102.0;102.0;102.0;1.0;0.0;1;-30.0;30.0
1863;1211;0.0043;0.00719;0.01602;87.0;87.0;87.0;1.0;0.0;1;-30.0;30.0
2000;1402;0.0581;0.13339;0.01261;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1602;1781;0.00388;0.01273;0.00129;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1614;1799;0.0005;0.00314;0.03081;97.0;97.0;97.0;1.0;0.0;1;-30.0;30.0
1615;1800;0.0005;0.00322;0.03119;97.0;97.0;97.0;1.0;0.0;1;-30.0;30.0
1093;1115;0.00397;0.01174;0.00144;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1804;1623;0.01802;0.0514;0.00687;112.0;112.0;112.0;1.0;0.0;1;-30.0;30.0
2070;1691;0.01785;0.03372;0.005;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1760;1168;0.00678;0.01521;0.00235;100.0;100.0;100.0;1.0;0.0;1;-30.0;30.0
1528;1689;0.00678;0.02083;0.00898;97.0;97.0;97.0;1.0;0.0;1;-30.0;30.0
2078;2114;0.02008;0.05017;0.0053;102.0;102.0;102.0;1.0;0.0;1;-30.0;30.0
1211;1556;0.00058;0.00388;0.00044;152.0;152.0;152.0;1.0;0.0;1;-30.0;30.0
1533;1622;0.04446;0.10959;0.01193;102.0;102.0;102.0;1.0;0.0;1;-30.0;30.0
1674;1974;0.03273;0.10661;0.01082;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1293;1529;0.04942;0.16132;0.01634;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1222;1989;0.01174;0.03339;0.00449;112.0;112.0;112.0;1.0;0.0;1;-30.0;30.0
1499;1862;0.00264;0.00793;0.00093;115.0;115.0;115.0;1.0;0.0;1;-30.0;30.0
1964;1277;0.00273;0.00793;0.00103;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1463;1556;0.00074;0.00248;0.01641;81.0;81.0;81.0;1.0;0.0;1;-30.0;30.0
1464;1557;0.00074;0.00248;0.01641;81.0;81.0;81.0;1.0;0.0;1;-30.0;30.0
1381;2043;0.00091;0.00298;0.0003;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1382;2044;0.00091;0.00298;0.0003;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
2014;1990;0.00942;0.02802;0.00346;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1991;1053;0.00157;0.00182;0.00039;73.0;73.0;73.0;1.0;0.0;1;-30.0;30.0
1990;1054;0.00149;0.00174;0.00037;74.0;74.0;74.0;1.0;0.0;1;-30.0;30.0
1991;1055;0.0005;0.00058;0.00012;73.0;73.0;73.0;1.0;0.0;1;-30.0;30.0
1991;1056;0.00107;0.00124;0.00027;73.0;73.0;73.0;1.0;0.0;1;-30.0;30.0
2015;1991;0.01116;0.02983;0.0036;102.0;102.0;102.0;1.0;0.0;1;-30.0;30.0
1144;2088;0.02314;0.02711;0.00583;74.0;74.0;74.0;1.0;0.0;1;-30.0;30.0
1478;1576;0.02215;0.03876;0.00878;89.0;89.0;89.0;1.0;0.0;1;-30.0;30.0
1084;1145;0.02083;0.02479;0.00517;74.0;74.0;74.0;1.0;0.0;1;-30.0;30.0
1224;1084;0.01851;0.05818;0.00631;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1082;1084;0.0005;0.00074;9.0e-5;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1990;1478;0.00694;0.01901;0.00195;102.0;102.0;102.0;1.0;0.0;1;-30.0;30.0
2010;1478;0.00686;0.0095;0.00185;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1337;2088;0.0005;0.00149;0.0002;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
2014;1829;0.0057;0.01777;0.00198;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
2014;1083;0.02124;0.06909;0.00708;77.0;77.0;77.0;1.0;0.0;1;-30.0;30.0
1968;1587;0.00256;0.00554;0.00084;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1969;1588;0.00198;0.00471;0.00069;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
1338;2089;0.00058;0.00174;0.00023;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
2089;1565;0.00512;0.01455;0.00197;112.0;112.0;112.0;1.0;0.0;1;-30.0;30.0
1701;1785;0.00364;0.01033;0.0014;112.0;112.0;112.0;1.0;0.0;1;-30.0;30.0
2015;1786;0.00595;0.01917;0.00201;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1468;1587;0.01;0.01562;0.00187;76.0;76.0;76.0;1.0;0.0;1;-30.0;30.0
1819;1467;0.02339;0.03066;0.00535;78.0;78.0;78.0;1.0;0.0;1;-30.0;30.0
1830;1304;0.00661;0.02058;0.00231;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1477;1809;0.00364;0.01041;0.0014;112.0;112.0;112.0;1.0;0.0;1;-30.0;30.0
1477;1687;0.00802;0.02273;0.00304;112.0;112.0;112.0;1.0;0.0;1;-30.0;30.0
1724;1686;0.01264;0.03446;0.00355;102.0;102.0;102.0;1.0;0.0;1;-30.0;30.0
1810;1303;0.00587;0.01669;0.00225;112.0;112.0;112.0;1.0;0.0;1;-30.0;30.0
1478;1889;0.02736;0.08909;0.00906;38.0;38.0;38.0;1.0;0.0;1;-30.0;30.0
1310;1725;0.00174;0.00479;0.0005;102.0;102.0;102.0;1.0;0.0;1;-30.0;30.0
1881;1310;0.02157;0.05752;0.0053;102.0;102.0;102.0;1.0;0.0;1;-30.0;30.0
1310;1309;0.00314;0.00364;0.00079;57.0;57.0;57.0;1.0;0.0;1;-30.0;30.0
2032;2014;0.0119;0.03752;0.00408;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1991;1477;0.00678;0.02074;0.00193;102.0;102.0;102.0;1.0;0.0;1;-30.0;30.0
1577;1587;0.02529;0.04355;0.01005;88.0;88.0;88.0;1.0;0.0;1;-30.0;30.0
2011;1700;0.00314;0.00893;0.0012;112.0;112.0;112.0;1.0;0.0;1;-30.0;30.0
1172;2015;0.0343;0.11;0.01158;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
2015;1225;0.01455;0.04521;0.0051;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
2014;1715;0.01959;0.06397;0.00647;119.0;119.0;119.0;1.0;0.0;1;-30.0;30.0
2064;1392;0.00355;0.01132;0.00123;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1501;1595;0.00198;0.00645;0.00065;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1586;1513;0.00091;0.00653;0.00065;152.0;152.0;152.0;1.0;0.0;1;-30.0;30.0
1854;1586;0.0043;0.03033;0.00319;152.0;152.0;152.0;1.0;0.0;1;-30.0;30.0
1584;1586;0.00314;0.00545;0.00053;72.0;72.0;72.0;1.0;0.0;1;-30.0;30.0
1825;1643;0.00959;0.02587;0.00288;97.0;97.0;97.0;1.0;0.0;1;-30.0;30.0
1121;1094;0.01041;0.02975;0.00393;112.0;112.0;112.0;1.0;0.0;1;-30.0;30.0
1855;2027;0.00264;0.00744;0.001;112.0;112.0;112.0;1.0;0.0;1;-30.0;30.0
1122;1095;0.01008;0.02884;0.00381;113.0;113.0;113.0;1.0;0.0;1;-30.0;30.0
1859;2094;0.01231;0.03215;0.00338;97.0;97.0;97.0;1.0;0.0;1;-30.0;30.0
1790;1679;0.0019;0.00612;0.00062;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1963;1790;0.00355;0.01165;0.00118;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1790;1788;0.00132;0.00322;0.00031;72.0;72.0;72.0;1.0;0.0;1;-30.0;30.0
1142;1258;0.00347;0.01124;0.00113;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1143;1259;0.00339;0.01116;0.00113;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
2064;1606;0.00942;0.03008;0.00319;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1871;1699;0.00711;0.02074;0.00265;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1848;1871;0.00099;0.00289;0.00037;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1870;1871;0.00124;0.00347;0.00046;111.0;111.0;111.0;1.0;0.0;1;-30.0;30.0
1641;1201;0.00083;0.00231;0.00031;111.0;111.0;111.0;1.0;0.0;1;-30.0;30.0
1281;1283;0.00182;0.00512;0.00069;29.0;29.0;29.0;1.0;0.0;1;-30.0;30.0
1776;1428;0.00322;0.01025;0.00109;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1845;1776;0.00372;0.0114;0.00133;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1774;1776;0.0024;0.00719;0.00074;97.0;97.0;97.0;1.0;0.0;1;-30.0;30.0
1986;1200;0.01281;0.03661;0.00485;112.0;112.0;112.0;1.0;0.0;1;-30.0;30.0
2146;1512;0.01198;0.03917;0.00396;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1331;1272;0.00496;0.0162;0.00164;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1331;1273;0.00339;0.00959;0.00129;112.0;112.0;112.0;1.0;0.0;1;-30.0;30.0
1934;1192;0.00975;0.03083;0.00335;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1535;2003;0.00017;0.00058;6.0e-5;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
1644;1535;0.00529;0.01645;0.00181;114.0;114.0;114.0;1.0;0.0;1;-30.0;30.0
